date,time,humid
2023-10-01,00:00,99.94
2023-10-01,01:00,99.95
2023-10-01,02:00,100
2023-10-01,03:00,100
2023-10-01,04:00,100
2023-10-01,05:00,100
2023-10-01,06:00,99.9
2023-10-01,07:00,96.52
2023-10-01,08:00,81.89
2023-10-01,09:00,70.71
2023-10-01,10:00,64.5
2023-10-01,11:00,64.99
2023-10-01,12:00,66.63
2023-10-01,13:00,67.37
2023-10-01,14:00,68.02
2023-10-01,15:00,62.25
2023-10-01,16:00,58.38
2023-10-01,17:00,58.46
2023-10-01,18:00,70.14
2023-10-01,19:00,75.01
2023-10-01,20:00,77.24
2023-10-01,21:00,75.94
2023-10-01,22:00,80.46
2023-10-01,23:00,82.55
2023-10-02,00:00,84.92
2023-10-02,01:00,85.66
2023-10-02,02:00,85.74
2023-10-02,03:00,87.7
2023-10-02,04:00,88.66
2023-10-02,05:00,90.03
2023-10-02,06:00,90.55
2023-10-02,07:00,88.17
2023-10-02,08:00,82.7
2023-10-02,09:00,76.13
2023-10-02,10:00,70.32
2023-10-02,11:00,66.81
2023-10-02,12:00,64.25
2023-10-02,13:00,63.73
2023-10-02,14:00,63.31
2023-10-02,15:00,64.45
2023-10-02,16:00,67.08
2023-10-02,17:00,65.91
2023-10-02,18:00,69.17
2023-10-02,19:00,73.35
2023-10-02,20:00,74.37
2023-10-02,21:00,75.34
2023-10-02,22:00,78.5
2023-10-02,23:00,79.94
2023-10-03,00:00,80.64
2023-10-03,01:00,81.62
2023-10-03,02:00,83.1
2023-10-03,03:00,84.42
2023-10-03,04:00,83.76
2023-10-03,05:00,84.71
2023-10-03,06:00,82.88
2023-10-03,07:00,82.17
2023-10-03,08:00,78.06
2023-10-03,09:00,71.22
2023-10-03,10:00,71
2023-10-03,11:00,63.55
2023-10-03,12:00,63.37
2023-10-03,13:00,61.96
2023-10-03,14:00,57.86
2023-10-03,15:00,54.23
2023-10-03,16:00,59.33
2023-10-03,17:00,96.87
2023-10-03,18:00,98.79
2023-10-03,19:00,99.48
2023-10-03,20:00,99.64
2023-10-03,21:00,99.82
2023-10-03,22:00,99.99
2023-10-03,23:00,100
2023-10-04,00:00,100
2023-10-04,01:00,100
2023-10-04,02:00,100
2023-10-04,03:00,100
2023-10-04,04:00,100
2023-10-04,05:00,100
2023-10-04,06:00,100
2023-10-04,07:00,100
2023-10-04,08:00,100
2023-10-04,09:00,100
2023-10-04,10:00,100
2023-10-04,11:00,89.6
2023-10-04,12:00,72.42
2023-10-04,13:00,76.7
2023-10-04,14:00,77.49
2023-10-04,15:00,77.96
2023-10-04,16:00,71.89
2023-10-04,17:00,76.98
2023-10-04,18:00,80.96
2023-10-04,19:00,87.76
2023-10-04,20:00,97.62
2023-10-04,21:00,98.56
2023-10-04,22:00,98.68
2023-10-04,23:00,98.38
2023-10-05,00:00,96
2023-10-05,01:00,95.78
2023-10-05,02:00,96.18
