date,rain
2022-09-01,0
2022-09-02,0
2022-09-03,1.4
2022-09-04,0
2022-09-05,32.2
2022-09-06,1.8
2022-09-07,5
2022-09-08,16.6
2022-09-09,7
2022-09-10,32.4
2022-09-11,4.4
2022-09-12,0
2022-09-13,0
2022-09-14,2.6
2022-09-15,3.4
2022-09-16,5.8
2022-09-17,29
2022-09-18,25.8
2022-09-19,0
2022-09-20,0.8
2022-09-21,12.8
2022-09-22,0.2
2022-09-23,0
2022-09-24,2.4
2022-09-25,58.4
2022-09-26,6.4
2022-09-27,1.6
2022-09-28,16.8
2022-09-29,11
2022-09-30,25.6
