date,rain
2022-09-01,0
2022-09-02,0
2022-09-03,0
2022-09-04,0
2022-09-05,3.4
2022-09-06,7.8
2022-09-07,105.6
2022-09-08,6.6
2022-09-09,0
2022-09-10,6.2
2022-09-11,1.6
2022-09-12,0
2022-09-13,0
2022-09-14,0
2022-09-15,18.6
2022-09-16,9
2022-09-17,6.6
2022-09-18,7.2
2022-09-19,8
2022-09-20,7
2022-09-21,9.8
2022-09-22,10.6
2022-09-23,5.2
2022-09-24,41.2
2022-09-25,26.6
2022-09-26,7.8
2022-09-27,1.4
2022-09-28,5.8
2022-09-29,19
2022-09-30,7.4
