date,rain
2023-09-01,0.8
2023-09-02,49.8
2023-09-03,0.2
2023-09-04,0
2023-09-05,0.2
2023-09-06,0.2
2023-09-07,3.2
2023-09-08,0
2023-09-09,31.2
2023-09-10,27.2
2023-09-11,0
2023-09-12,1.4
2023-09-13,3.4
2023-09-14,1.4
2023-09-15,8.4
2023-09-16,0.2
2023-09-17,18.4
2023-09-18,10.4
2023-09-19,0.2
2023-09-20,0
2023-09-21,23.2
2023-09-22,0
2023-09-23,0
2023-09-24,0
2023-09-25,19.4
2023-09-26,5.6
2023-09-27,2.6
2023-09-28,7.4
2023-09-29,0
2023-09-30,0
