date,rain
2023-09-01,0.2
2023-09-02,2.8
2023-09-03,0
2023-09-04,7.2
2023-09-05,9.8
2023-09-06,8.6
2023-09-07,2
2023-09-08,3.6
2023-09-09,25.4
2023-09-10,15
2023-09-11,3.4
2023-09-12,0.6
2023-09-13,18
2023-09-14,50.2
2023-09-15,51.2
2023-09-16,3.4
2023-09-17,9.8
2023-09-18,7.2
2023-09-19,0.2
2023-09-20,0.4
2023-09-21,3.4
2023-09-22,0
2023-09-23,0
2023-09-24,5.8
2023-09-25,12.6
2023-09-26,0.2
2023-09-27,1.2
2023-09-28,1.8
2023-09-29,6.6
2023-09-30,2
