date,rain
2019-10-01,0
2019-10-02,0
2019-10-03,2.8
2019-10-04,0.2
2019-10-05,2.2
2019-10-06,0
2019-10-07,0.8
2019-10-08,21.2
2019-10-09,0.6
2019-10-10,68.8
2019-10-11,1
2019-10-12,32
2019-10-13,17.4
2019-10-14,7.2
2019-10-15,2.8
2019-10-16,18.8
2019-10-17,7.8
2019-10-18,6.6
2019-10-19,0.6
2019-10-20,0
2019-10-21,21.2
2019-10-22,0
2019-10-23,22
2019-10-24,1.8
2019-10-25,7
2019-10-26,0.8
2019-10-27,3.8
2019-10-28,7.4
2019-10-29,1.2
2019-10-30,0
2019-10-31,0.2
