date,rain
2023-07-01,0.2
2023-07-02,3
2023-07-03,26.8
2023-07-04,2
2023-07-05,0
2023-07-06,0
2023-07-07,0
2023-07-08,0
2023-07-09,0
2023-07-10,0
2023-07-11,0.2
2023-07-12,5.2
2023-07-13,0.6
2023-07-14,0.2
2023-07-15,6.6
2023-07-16,0.6
2023-07-17,4.6
2023-07-18,54
2023-07-19,0.2
2023-07-20,0
2023-07-21,25.4
2023-07-22,4.8
2023-07-23,9
2023-07-24,14.8
2023-07-25,0
2023-07-26,0
2023-07-27,0
2023-07-28,8.6
2023-07-29,1.6
2023-07-30,1.2
2023-07-31,16.2
