date,station,humid
2022-06-13,9611,83.45157232704402
2022-06-20,9611,83.93509933774835
2022-06-27,9611,85.33544303797468
2022-07-04,9611,83.08937499999999
2022-07-11,9611,84.42269938650307
2022-07-18,9611,85.02378048780487
2022-07-25,9611,82.380625
2022-08-01,9611,86.01124999999999
2022-08-08,9611,85.07857142857144
2022-08-15,9611,79.97791411042945
2022-08-22,9611,83.49221556886228
2022-08-29,9611,84.38192771084337
2022-09-05,9611,83.44285714285714
2022-09-12,9611,85.02424242424243
2022-09-19,9611,81.93233532934133
2022-09-26,9611,80.92023809523809
2022-10-03,9611,85.71369047619048
2022-10-10,9611,88.45602409638555
2022-10-17,9611,84.89939393939393
2022-10-24,9611,87.57245508982037
2022-10-31,9611,87.21137724550898
2022-11-07,9611,89.36455696202532
2022-11-14,9611,90.89166666666667
2022-11-21,9611,86.53708609271523
2022-11-28,9611,86.00121951219512
2022-12-05,9611,89.89259259259259
2022-12-12,9611,94.90394736842104
2022-12-19,9611,95.92999999999999
2022-12-26,9611,89.09533333333333
2023-01-02,9611,81.30416666666667
2023-01-09,9611,93.3433734939759
2023-01-16,9611,84.96309523809524
2023-01-23,9611,91.72559523809524
2023-01-30,9611,96.23072289156626
2023-02-06,9611,92.94695121951219
2023-02-13,9611,83.43952095808383
2023-02-20,9611,83.12202380952381
2023-02-27,9611,82.71686746987952
2023-03-06,9611,87.32202380952381
2023-03-13,9611,80.08869047619048
2023-03-20,9611,76.72874251497007
2023-03-27,9611,76.79107142857143
2023-04-03,9611,75.47857142857143
2023-04-10,9611,76.46084337349397
2023-04-17,9611,77.78076923076922
2023-04-24,9611,82.0043165467626
2023-05-01,9611,78.62363636363636
2023-05-08,9611,87.01041666666667
2023-05-15,9611,84.01071428571429
2023-05-22,9611,87.92198581560284
2023-05-29,9611,86.97222222222223
2023-06-05,9611,87.41523178807948
2023-06-12,9611,87.54635761589404
2023-06-19,9611,87.91379310344827
2023-06-26,9611,84.73619047619047
2023-07-03,9611,81.94741379310345
2023-07-10,9611,88.6544217687075
2023-07-17,9611,82.78846153846153
2023-07-24,9611,85.31901840490798
2023-07-31,9611,85.1811320754717
2023-08-07,9611,86.27987421383648
2023-08-14,9611,85.39161676646707
2023-08-21,9611,83.53233532934132
2023-08-28,9611,86.95925925925926
2023-09-04,9611,85.25059523809524
2023-09-11,9611,85.15988023952096
2023-09-18,9611,84.27142857142857
2023-09-25,9611,84.78690476190476
2023-10-02,9611,84.58012048192771
2023-10-09,9611,85.14464285714286
2023-10-16,9611,84.29404761904762
2023-10-23,9611,85.62559523809524
2023-10-30,9611,85.49107142857143
2023-11-06,9611,84.84404761904761
2023-11-13,9611,86.84790419161676
2023-11-20,9611,93.2437125748503
2023-11-27,9611,95.43374233128834
2023-12-04,9611,93.0
2023-12-11,9611,87.12559523809524
2023-12-18,9611,93.1
2023-12-25,9611,93.89583333333333
2024-01-01,9611,94.09305555555555
2019-01-07,9605,91.95771241830064
2019-01-14,9605,89.82236928104575
2019-01-21,9605,87.68702614379085
2019-01-28,9605,85.55168300653595
2019-02-04,9605,83.41633986928105
2019-02-11,9605,78.53939393939395
2019-02-18,9605,81.31137724550898
2019-02-25,9605,78.7875
2019-03-04,9605,77.76526946107784
2019-03-11,9605,76.68734939759037
2019-03-18,9605,76.03515151515151
2019-03-25,9605,76.07738095238095
2019-04-01,9605,79.98383233532934
2019-04-08,9605,78.32283950617284
2019-04-15,9605,76.98086419753086
2019-04-22,9605,77.40625
2019-04-29,9605,78.18846153846154
2019-05-06,9605,78.01132075471698
2019-05-13,9605,76.22922077922077
2019-05-20,9605,84.30569620253164
2019-05-27,9605,84.2325
2019-06-03,9605,82.52628205128205
2019-06-10,9605,86.62363636363636
2019-06-17,9605,83.86158536585366
2019-06-24,9605,84.20318471337579
2019-07-01,9605,84.87484662576688
2019-07-08,9605,82.62795031055902
2019-07-15,9605,81.03614457831326
2019-07-22,9605,83.60807453416149
2019-07-29,9605,82.84382716049383
2019-08-05,9605,78.46564417177913
2019-08-12,9605,80.83006134969325
2019-08-19,9605,83.89877300613497
2019-08-26,9605,83.56211180124224
2019-09-02,9605,81.084375
2019-09-09,9605,83.7248484848485
2019-09-16,9605,83.8
2019-09-23,9605,84.51506024096386
2019-09-30,9605,85.86121212121212
2019-10-07,9605,83.56
2019-10-14,9605,82.95853658536586
2019-10-21,9605,84.59907407407408
2019-10-28,9605,76.11063829787234
2019-11-04,9605,80.58043478260869
2019-11-11,9605,87.984
2019-11-18,9605,89.32770270270271
2019-11-25,9605,92.31972789115646
2019-12-02,9605,96.70333333333333
2019-12-09,9605,91.03435582822087
2019-12-16,9605,90.55217391304348
2019-12-23,9605,88.67088607594937
2019-12-30,9605,82.81592356687898
2020-01-06,9605,83.88944099378882
2020-01-13,9605,83.89506172839506
2020-01-20,9605,85.81165644171779
2020-01-27,9605,83.18963414634146
2020-02-03,9605,82.6421686746988
2020-02-10,9605,85.28765432098766
2020-02-17,9605,86.894
2020-02-24,9605,85.37914110429448
2020-03-02,9605,82.31616766467066
2020-03-09,9605,81.41851851851851
2020-03-16,9605,81.57878787878788
2020-03-23,9605,79.13742331288343
2020-03-30,9605,80.62024539877301
2020-04-06,9605,82.59454545454545
2020-04-13,9605,78.57592592592592
2020-04-20,9605,79.54871794871795
2020-04-27,9605,87.10126582278481
2020-05-04,9605,87.33782051282051
2020-05-11,9605,82.00764331210192
2020-05-18,9605,83.6301282051282
2020-05-25,9605,82.31337579617835
2020-06-01,9605,86.34113924050632
2020-06-08,9605,86.20679012345678
2020-06-15,9605,85.3874213836478
2020-06-22,9605,87.04125
2020-06-29,9605,86.97329192546584
2020-07-06,9605,85.5246913580247
2020-07-13,9605,86.2062893081761
2020-07-20,9605,82.2239263803681
2020-07-27,9605,82.27088607594936
2020-08-03,9605,85.349375
2020-08-10,9605,86.56392405063292
2020-08-17,9605,86.97388535031847
2020-08-24,9605,84.8935064935065
2020-08-31,9605,82.43529411764706
2020-09-07,9605,83.74140127388534
2020-09-14,9605,85.65217391304348
2020-09-21,9605,84.32467532467533
2020-09-28,9605,83.03333333333333
2020-10-05,9605,81.20576923076923
2020-10-12,9605,85.01935483870967
2020-10-19,9605,82.66062500000001
2020-10-26,9605,86.20372670807453
2020-11-02,9605,85.59751552795032
2020-11-09,9605,85.96540880503144
2020-11-16,9605,84.75
2020-11-23,9605,90.85652173913043
2020-11-30,9605,92.70387096774193
2020-12-07,9605,89.67333333333333
2020-12-14,9605,86.57721518987343
2020-12-21,9605,92.4275
2020-12-28,9605,89.88875
2021-01-04,9605,89.954375
2021-01-11,9605,90.3365269461078
2021-01-18,9605,86.05925925925926
2021-01-25,9605,80.72670807453416
2021-02-01,9605,82.5630303030303
2021-02-08,9605,80.04638554216868
2021-02-15,9605,78.82275449101796
2021-02-22,9605,76.54233128834356
2021-03-01,9605,73.725
2021-03-08,9605,80.42804878048781
2021-03-15,9605,77.7601226993865
2021-03-22,9605,76.09367088607594
2021-03-29,9605,86.35975609756098
2021-04-05,9605,80.77098765432099
2021-04-12,9605,80.43544303797468
2021-04-19,9605,80.8446540880503
2021-04-26,9605,80.19316770186336
2021-05-03,9605,83.944578313253
2021-05-10,9605,83.3920245398773
2021-05-17,9605,80.94905660377358
2021-05-24,9605,83.14638554216867
2021-05-31,9605,81.63456790123456
2021-06-07,9605,83.81818181818181
2021-06-14,9605,84.07215189873418
2021-06-21,9605,80.42077922077921
2021-06-28,9605,78.8375796178344
2021-07-05,9605,80.93548387096774
2021-07-12,9605,84.02981366459628
2021-07-19,9605,82.55481927710844
2021-07-26,9605,80.14294478527607
2021-08-02,9605,78.23885350318471
2021-08-09,9605,77.7025
2021-08-16,9605,86.51
2021-08-23,9605,85.25341614906831
2021-08-30,9605,82.95750000000001
2021-09-06,9605,82.02699386503068
2021-09-13,9605,81.10683229813665
2021-09-20,9605,83.40310559006211
2021-09-27,9605,80.80807453416149
2021-10-04,9605,82.91125
2021-10-11,9605,78.27018633540372
2021-10-18,9605,80.07272727272728
2021-10-25,9605,82.9769696969697
2021-11-01,9605,82.40240963855422
2021-11-08,9605,86.31739130434782
2021-11-15,9605,89.13975903614458
2021-11-22,9605,84.90119760479043
2021-11-29,9605,92.2562874251497
2021-12-06,9605,88.19515151515152
2021-12-13,9605,83.20240963855422
2021-12-20,9605,91.67125748502994
2021-12-27,9605,82.93928571428572
2022-01-03,9605,88.46181818181819
2022-01-10,9605,83.19166666666668
2022-01-17,9605,82.01890243902439
2022-01-24,9605,79.19878787878787
2022-01-31,9605,78.33780487804877
2022-02-07,9605,84.5125
2022-02-14,9605,88.76626506024097
2022-02-21,9605,85.57454545454544
2022-02-28,9605,90.58263473053891
2022-03-07,9605,86.79464285714286
2022-03-14,9605,84.58452380952382
2022-03-21,9605,82.42083333333333
2022-03-28,9605,80.06904761904762
2022-04-04,9605,82.51130952380952
2022-04-11,9605,82.49161676646706
2022-04-18,9605,80.29146341463414
2022-04-25,9605,79.25125
2022-05-02,9605,81.53214285714286
2022-05-09,9605,86.67619047619048
2022-05-16,9605,85.69880239520958
2022-05-23,9605,80.64638554216867
2022-05-30,9605,79.77142857142857
2022-06-06,9605,80.8185628742515
2022-06-13,9605,80.75963855421686
2022-06-20,9605,81.52754491017964
2022-06-27,9605,82.46586826347306
2022-07-04,9605,83.11666666666667
2022-07-11,9605,86.11488095238094
2022-07-18,9605,83.88035714285714
2022-07-25,9605,84.27168674698795
2022-08-01,9605,84.8797619047619
2022-08-08,9605,84.36845238095238
2022-08-15,9605,81.73253012048193
2022-08-22,9605,80.7845238095238
2022-08-29,9605,83.10000000000001
2022-09-05,9605,82.4875
2022-09-12,9605,82.68576388888889
2022-09-19,9605,82.88402777777777
2022-09-26,9605,83.08229166666666
2022-10-03,9605,83.28055555555555
2022-10-10,9605,85.89820359281437
2022-10-17,9605,81.33511904761905
2022-10-24,9605,84.29702380952381
2022-10-31,9605,85.36011904761905
2022-11-07,9605,87.33988095238095
2022-11-14,9605,87.39820359281437
2022-11-21,9605,84.95329341317365
2022-11-28,9605,82.99285714285713
2022-12-05,9605,88.13095238095238
2022-12-12,9605,93.47857142857143
2022-12-19,9605,92.95119047619048
2022-12-26,9605,88.17185628742516
2023-01-02,9605,80.90238095238095
2023-01-09,9605,89.6297619047619
2023-01-16,9605,82.56845238095238
2023-01-23,9605,87.53214285714286
2023-01-30,9605,89.93809523809524
2023-02-06,9605,87.58313253012048
2023-02-13,9605,81.57904191616767
2023-02-20,9605,81.57904191616767
2023-02-27,9605,81.07485029940119
2023-03-06,9605,85.0702380952381
2023-03-13,9605,79.8327380952381
2023-03-20,9605,78.94880952380952
2023-03-27,9605,78.91137724550899
2023-04-03,9605,77.10654761904762
2023-04-10,9605,77.56071428571428
2023-04-17,9605,77.93630952380951
2023-04-24,9605,76.36428571428571
2023-05-01,9605,80.78511904761905
2023-05-08,9605,82.96130952380952
2023-05-15,9605,80.6529761904762
2023-05-22,9605,80.55119047619048
2023-05-29,9605,79.35939393939394
2023-06-05,9605,83.52634730538922
2023-06-12,9605,84.43214285714286
2023-06-19,9605,82.81904761904762
2023-06-26,9605,82.59940119760479
2023-07-03,9605,84.65365853658537
2023-07-10,9605,83.8251497005988
2023-07-17,9605,78.88383233532934
2023-07-24,9605,81.05602409638554
2023-07-31,9605,79.79141104294479
2023-08-07,9605,84.70240963855422
2023-08-14,9605,82.46064516129032
2023-08-21,9605,79.83086419753087
2023-08-28,9605,80.99378881987577
2023-09-04,9605,78.99634146341464
2023-09-11,9605,80.6874251497006
2023-09-18,9605,80.91646341463414
2023-09-25,9605,82.26424242424243
2023-10-02,9605,82.01646341463415
2023-10-09,9605,81.70869565217392
2023-10-16,9605,81.95828220858895
2023-10-23,9605,82.95740740740742
2023-10-30,9605,81.64906832298136
2023-11-06,9605,81.01878787878788
2023-11-13,9605,85.01635220125786
2023-11-20,9605,92.11481481481482
2023-11-27,9605,93.72987804878049
2023-12-04,9605,92.2369696969697
2023-12-11,9605,83.2169696969697
2023-12-18,9605,89.29130434782608
2023-12-25,9605,90.61317365269461
2024-01-01,9605,89.08
2019-01-07,9602,87.80149253731344
2019-01-14,9602,86.52298507462686
2019-01-21,9602,85.2444776119403
2019-01-28,9602,83.96597014925374
2019-02-04,9602,82.68746268656716
2019-02-11,9602,81.4089552238806
2019-02-18,9602,81.08095238095238
2019-02-25,9602,81.007
2019-03-04,9602,83.8171052631579
2019-03-11,9602,83.60588235294118
2019-03-18,9602,79.6125
2019-03-25,9602,82.4113924050633
2019-04-01,9602,73.91764705882352
2019-04-08,9602,75.74878048780488
2019-04-15,9602,79.35391304347827
2019-04-22,9602,79.40746268656717
2019-04-29,9602,78.871875
2019-05-06,9602,75.51146496815286
2019-05-13,9602,75.36129032258064
2019-05-20,9602,80.92264150943397
2019-05-27,9602,82.04771241830065
2019-06-03,9602,82.27
2019-06-10,9602,82.23644859813083
2019-06-17,9602,82.76884057971014
2019-06-24,9602,83.87636363636364
2019-07-01,9602,84.25853658536585
2019-07-08,9602,81.99130434782609
2019-07-15,9602,82.51528662420382
2019-07-22,9602,83.07761194029851
2019-07-29,9602,78.15925925925926
2019-08-05,9602,77.39296296296297
2019-08-12,9602,76.62666666666668
2019-08-19,9602,73.75238095238095
2019-08-26,9602,70.432
2019-09-02,9602,73.88636363636364
2019-09-09,9602,75.47272727272727
2019-09-16,9602,73.4109375
2019-09-23,9602,76.27014925373135
2019-09-30,9602,78.66823529411765
2019-10-07,9602,76.53626373626373
2019-10-14,9602,83.75776397515529
2019-10-21,9602,89.80718562874252
2019-10-28,9602,90.13988095238095
2019-11-04,9602,88.23928571428571
2019-11-11,9602,88.50416666666668
2019-11-18,9602,90.53333333333333
2019-11-25,9602,90.56071428571428
2019-12-02,9602,94.78614457831326
2019-12-09,9602,83.40238095238095
2019-12-16,9602,85.00178571428572
2019-12-23,9602,87.99166666666667
2019-12-30,9602,85.38690476190476
2020-01-06,9602,82.33333333333333
2020-01-13,9602,84.5702380952381
2020-01-20,9602,86.43952095808383
2020-01-27,9602,84.03214285714286
2020-02-03,9602,82.43095238095238
2020-02-10,9602,85.95119047619048
2020-02-17,9602,87.82619047619048
2020-02-24,9602,82.76488095238095
2020-03-02,9602,84.56130952380951
2020-03-09,9602,84.53353293413174
2020-03-16,9602,84.35119047619048
2020-03-23,9602,82.01190476190476
2020-03-30,9602,82.93511904761905
2020-04-06,9602,84.93869047619049
2020-04-13,9602,81.6808383233533
2020-04-20,9602,80.76526946107784
2020-04-27,9602,89.24730538922155
2020-05-04,9602,89.58443113772455
2020-05-11,9602,84.73988095238094
2020-05-18,9602,83.28214285714286
2020-05-25,9602,82.59880952380952
2020-06-01,9602,85.60179640718563
2020-06-08,9602,86.43035714285713
2020-06-15,9602,86.01130952380952
2020-06-22,9602,87.20299401197605
2020-06-29,9602,86.84910179640718
2020-07-06,9602,86.02035928143712
2020-07-13,9602,85.5202380952381
2020-07-20,9602,82.2357142857143
2020-07-27,9602,81.89819277108434
2020-08-03,9602,83.70299401197605
2020-08-10,9602,85.9420731707317
2020-08-17,9602,83.53803680981595
2020-08-24,9602,83.93313253012047
2020-08-31,9602,81.50736196319019
2020-09-07,9602,83.43392857142857
2020-09-14,9602,85.12275449101796
2020-09-21,9602,85.66586826347306
2020-09-28,9602,84.55833333333332
2020-10-05,9602,83.78780487804879
2020-10-12,9602,86.24424242424242
2020-10-19,9602,87.56484848484848
2020-10-26,9602,86.99636363636364
2020-11-02,9602,85.29036144578313
2020-11-09,9602,85.94301075268817
2020-11-16,9602,91.6
2020-11-23,9602,90.92857142857143
2020-11-30,9602,90.25714285714285
2020-12-07,9602,89.58571428571429
2020-12-14,9602,88.91428571428571
2020-12-21,9602,88.24285714285715
2020-12-28,9602,87.57142857142857
2021-01-04,9602,86.9
2021-01-11,9602,87.6
2021-01-18,9602,86.02499999999999
2021-01-25,9602,84.44999999999999
2021-02-01,9602,82.875
2021-02-08,9602,81.3
2021-02-15,9602,81.0
2021-02-22,9602,80.7
2021-03-01,9602,85.36666666666667
2021-03-08,9602,90.03333333333333
2021-03-15,9602,94.7
2021-03-22,9602,91.67
2021-03-29,9602,88.64
2021-04-05,9602,85.61
2021-04-12,9602,82.58
2021-04-19,9602,79.55000000000001
2021-04-26,9602,76.52000000000001
2021-05-03,9602,73.49000000000001
2021-05-10,9602,70.46000000000001
2021-05-17,9602,67.43
2021-05-24,9602,64.4
2021-05-31,9602,79.24117647058823
2021-06-07,9602,80.43214285714286
2021-06-14,9602,79.87844311377246
2021-06-21,9602,77.50361445783133
2021-06-28,9602,78.90595238095239
2021-07-05,9602,78.39880952380952
2021-07-12,9602,82.47380952380952
2021-07-19,9602,82.66130952380952
2021-07-26,9602,79.77321428571429
2021-08-02,9602,80.3710843373494
2021-08-09,9602,79.99520958083833
2021-08-16,9602,83.28012048192771
2021-08-23,9602,85.17939393939395
2021-08-30,9602,83.51437125748502
2021-09-06,9602,83.32236842105263
2021-09-13,9602,82.45209580838323
2021-09-20,9602,83.36766467065868
2021-09-27,9602,82.87678571428572
2021-10-04,9602,83.21904761904761
2021-10-11,9602,79.98982035928144
2021-10-18,9602,82.90838323353294
2021-10-25,9602,84.68072289156626
2021-11-01,9602,84.85773809523809
2021-11-08,9602,88.58511904761905
2021-11-15,9602,90.51676646706586
2021-11-22,9602,86.67891566265061
2021-11-29,9602,93.97469879518071
2021-12-06,9602,87.90598802395209
2021-12-13,9602,83.18271604938272
2021-12-20,9602,90.28363636363636
2021-12-27,9602,86.37098765432098
2022-01-03,9602,84.39760479041917
2022-01-10,9602,85.44819277108434
2022-01-17,9602,83.3365269461078
2022-01-24,9602,84.46707317073171
2022-01-31,9602,83.45329341317365
2022-02-07,9602,83.90844155844155
2022-02-14,9602,91.77073170731707
2022-02-21,9602,88.96415094339622
2022-02-28,9602,90.85731707317073
2022-03-07,9602,90.70121951219512
2022-03-14,9602,87.86341463414634
2022-03-21,9602,86.67388535031847
2022-03-28,9602,85.28969696969696
2022-04-04,9602,85.4688622754491
2022-04-11,9602,86.89272727272727
2022-04-18,9602,83.29268292682927
2022-04-25,9602,84.3576923076923
2022-05-02,9602,83.2909090909091
2022-05-09,9602,88.88506493506493
2022-05-16,9602,86.22264150943396
2022-05-23,9602,84.26748466257669
2022-05-30,9602,83.69345238095238
2022-06-06,9602,84.07283950617284
2022-06-13,9602,82.86766467065868
2022-06-20,9602,84.0179012345679
2022-06-27,9602,84.02822085889571
2022-07-04,9602,84.32727272727273
2022-07-11,9602,87.55345911949685
2022-07-18,9602,86.304
2022-07-25,9602,85.05180722891566
2022-08-01,9602,84.81454545454545
2022-08-08,9602,85.88544303797468
2022-08-15,9602,84.63081761006289
2022-08-22,9602,86.30128205128206
2022-08-29,9602,85.2018987341772
2022-09-05,9602,85.00416666666666
2022-09-12,9602,84.32525614754098
2022-09-19,9602,83.6463456284153
2022-09-26,9602,82.96743510928962
2022-10-03,9602,82.28852459016395
2022-10-10,9602,88.76037735849056
2022-10-17,9602,85.0527950310559
2022-10-24,9602,88.58506493506493
2022-10-31,9602,90.12547770700637
2022-11-07,9602,88.79615384615384
2022-11-14,9602,90.06993006993007
2022-11-21,9602,88.56037735849057
2022-11-28,9602,88.14468085106382
2022-12-05,9602,91.81621621621622
2022-12-12,9602,93.84387755102041
2022-12-19,9602,91.30079365079365
2022-12-26,9602,85.27121212121212
2023-01-02,9602,83.11358024691357
2023-01-09,9602,87.70839160839161
2023-01-16,9602,83.90573770491804
2023-01-23,9602,86.44571428571429
2023-01-30,9602,89.11645569620254
2023-02-06,9602,86.84545454545454
2023-02-13,9602,84.98156028368794
2023-02-20,9602,84.33175675675676
2023-02-27,9602,83.29316770186335
2023-03-06,9602,84.46754966887417
2023-03-13,9602,82.00845070422535
2023-03-20,9602,80.3774647887324
2023-03-27,9602,81.80074074074075
2023-04-03,9602,77.80434782608695
2023-04-10,9602,78.01836734693877
2023-04-17,9602,79.42296296296297
2023-04-24,9602,78.33096774193548
2023-05-01,9602,78.44887218045113
2023-05-08,9602,77.107
2023-05-15,9602,74.59363636363636
2023-05-22,9602,74.63833333333334
2023-05-29,9602,74.44871794871794
2023-06-05,9602,75.35568181818182
2023-06-12,9602,69.95
2023-06-19,9602,71.34166666666667
2023-06-26,9602,70.16666666666667
2023-07-03,9602,74.66666666666667
2023-07-10,9602,73.85757575757576
2023-07-17,9602,72.77627118644068
2023-07-24,9602,81.31843971631206
2023-07-31,9602,82.11666666666667
2023-08-07,9602,84.73493975903614
2023-08-14,9602,83.09036144578313
2023-08-21,9602,83.66428571428571
2023-08-28,9602,83.94216867469879
2023-09-04,9602,85.11666666666667
2023-09-11,9602,85.42289156626506
2023-09-18,9602,83.76826347305389
2023-09-25,9602,85.28809523809524
2023-10-02,9602,85.75272727272727
2023-10-09,9602,84.50535714285714
2023-10-16,9602,84.45029940119761
2023-10-23,9602,84.65059523809524
2023-10-30,9602,86.07065868263473
2023-11-06,9602,86.33333333333333
2023-11-13,9602,89.18035714285713
2023-11-20,9602,93.54940476190475
2023-11-27,9602,96.09345238095239
2023-12-04,9602,94.1875
2023-12-11,9602,88.73392857142856
2023-12-18,9602,90.02409638554217
2023-12-25,9602,89.6172619047619
2024-01-01,9602,88.0979020979021
2019-01-07,9610,86.25794167073236
2019-01-14,9610,84.41798124356264
2019-01-21,9610,82.57802081639291
2019-01-28,9610,80.73806038922318
2019-02-04,9610,78.89809996205345
