date,rain
2019-08-01,0.4
2019-08-02,6
2019-08-03,0
2019-08-04,49.6
2019-08-05,19.2
2019-08-06,4.6
2019-08-07,3
2019-08-08,0
2019-08-09,10.8
2019-08-10,55.2
2019-08-11,2
2019-08-12,2.6
2019-08-13,11
2019-08-14,1.6
2019-08-15,0
2019-08-16,1.6
2019-08-17,0.4
2019-08-18,0.2
2019-08-19,0
2019-08-20,0.2
2019-08-21,19
2019-08-22,0.4
2019-08-23,0.6
2019-08-24,3
2019-08-25,6.6
2019-08-26,0
2019-08-27,5.6
2019-08-28,21.6
2019-08-29,5.8
2019-08-30,32
2019-08-31,2
