date,rain
2020-09-01,4.4
2020-09-02,23.6
2020-09-03,1.6
2020-09-04,20.4
2020-09-05,2.6
2020-09-06,4
2020-09-07,0
2020-09-08,0
2020-09-09,1.4
2020-09-10,2
2020-09-11,2.8
2020-09-12,14.8
2020-09-13,0
2020-09-14,33.2
2020-09-15,10.8
2020-09-16,0.2
2020-09-17,0
2020-09-18,4.8
2020-09-19,2
2020-09-20,5
2020-09-21,1
2020-09-22,3
2020-09-23,15.8
2020-09-24,0
2020-09-25,0
2020-09-26,0
2020-09-27,18.6
2020-09-28,18.4
2020-09-29,20
2020-09-30,0
