date,rain
2020-09-01,21.8
2020-09-02,18.6
2020-09-03,0
2020-09-04,0
2020-09-05,1.4
2020-09-06,0
2020-09-07,0
2020-09-08,0
2020-09-09,0
2020-09-10,0.6
2020-09-11,0.2
2020-09-12,24.4
2020-09-13,0
2020-09-14,10.8
2020-09-15,41.2
2020-09-16,0
2020-09-17,7.8
2020-09-18,24.2
2020-09-19,17.4
2020-09-20,8.6
2020-09-21,0.4
2020-09-22,0
2020-09-23,0
2020-09-24,4
2020-09-25,0.4
2020-09-26,0
2020-09-27,0.6
2020-09-28,0
2020-09-29,10.8
2020-09-30,0
