date,time,temp
2023-08-01,00:00,30
2023-08-01,01:00,29.69
2023-08-01,02:00,29.43
2023-08-01,03:00,29.33
2023-08-01,04:00,29.32
2023-08-01,05:00,29.12
2023-08-01,06:00,29.16
2023-08-01,07:00,29.52
2023-08-01,08:00,30.15
2023-08-01,09:00,31.39
2023-08-01,10:00,33.12
2023-08-01,11:00,33.53
2023-08-01,12:00,34.14
2023-08-01,13:00,34.38
2023-08-01,14:00,32.96
2023-08-01,15:00,32.12
2023-08-01,16:00,31.66
2023-08-01,17:00,31.4
2023-08-01,18:00,31.2
2023-08-01,19:00,30.44
2023-08-01,20:00,29.93
2023-08-01,21:00,30.01
2023-08-01,22:00,30.56
2023-08-01,23:00,30.39
2023-08-02,00:00,30.23
2023-08-02,01:00,29.99
2023-08-02,02:00,29.74
2023-08-02,03:00,29.57
2023-08-02,04:00,29.5
2023-08-02,05:00,29.43
2023-08-02,06:00,29.42
2023-08-02,07:00,29.67
2023-08-02,08:00,30.34
2023-08-02,09:00,31.74
2023-08-02,10:00,32.5
2023-08-02,11:00,32.08
2023-08-02,12:00,30.79
2023-08-02,13:00,33.57
2023-08-02,14:00,32.79
2023-08-02,15:00,30.9
2023-08-02,16:00,30.25
2023-08-02,17:00,30.35
2023-08-02,18:00,30.2
2023-08-02,19:00,30.2
2023-08-02,20:00,30.18
2023-08-02,21:00,30.1
2023-08-02,22:00,30.14
2023-08-02,23:00,30.14
2023-08-03,00:00,29.99
2023-08-03,01:00,29.66
2023-08-03,02:00,29.22
2023-08-03,03:00,29.19
2023-08-03,04:00,29.22
2023-08-03,05:00,29.22
2023-08-03,06:00,29.3
2023-08-03,07:00,29.97
2023-08-03,08:00,30.45
2023-08-03,09:00,30.21
2023-08-03,10:00,30.55
2023-08-03,11:00,31.8
2023-08-03,12:00,32.59
2023-08-03,13:00,32.86
2023-08-03,14:00,32.35
2023-08-03,15:00,31.36
2023-08-03,16:00,-
2023-08-03,17:00,26.64
2023-08-03,18:00,26.94
2023-08-03,19:00,27.13
2023-08-03,20:00,27.56
2023-08-03,21:00,28.04
2023-08-03,22:00,28.11
2023-08-03,23:00,28.43
2023-08-04,00:00,28.61
2023-08-04,01:00,28.82
2023-08-04,02:00,-
2023-08-04,03:00,29.1
2023-08-04,04:00,29.09
2023-08-04,05:00,28.94
2023-08-04,06:00,28.99
2023-08-04,07:00,29.28
2023-08-04,08:00,30.28
2023-08-04,09:00,32.08
2023-08-04,10:00,31.74
2023-08-04,11:00,32.54
2023-08-04,12:00,33.68
2023-08-04,13:00,33.78
2023-08-04,14:00,34.32
2023-08-04,15:00,32.27
2023-08-04,16:00,32.81
2023-08-04,17:00,32.66
2023-08-04,18:00,32.04
2023-08-04,19:00,31.07
2023-08-04,20:00,30.35
2023-08-04,21:00,30.17
2023-08-04,22:00,29.83
2023-08-04,23:00,29.59
2023-08-05,00:00,29.2
2023-08-05,01:00,28.94
2023-08-05,02:00,28.88
2023-08-05,03:00,28.87
2023-08-05,04:00,28.67
2023-08-05,05:00,28.55
2023-08-05,06:00,28.67
2023-08-05,07:00,29.28
2023-08-05,08:00,31.6
2023-08-05,09:00,32.06
2023-08-05,10:00,32.9
2023-08-05,11:00,33.12
2023-08-05,12:00,33.78
2023-08-05,13:00,34.05
2023-08-05,14:00,32.63
2023-08-05,15:00,32.55
2023-08-05,16:00,32.87
2023-08-05,17:00,31.84
2023-08-05,18:00,31.25
2023-08-05,19:00,30.89
2023-08-05,20:00,30.72
