date,time,temp
2023-07-01,00:00,30.62
2023-07-01,01:00,30.62
2023-07-01,02:00,30.54
2023-07-01,03:00,30.49
2023-07-01,04:00,30.3
2023-07-01,05:00,30.34
2023-07-01,06:00,29.66
2023-07-01,07:00,31.4
2023-07-01,08:00,33.13
2023-07-01,09:00,34.19
2023-07-01,10:00,33.36
2023-07-01,11:00,35.6
2023-07-01,12:00,35.23
2023-07-01,13:00,36.07
2023-07-01,14:00,35.41
2023-07-01,15:00,33.8
2023-07-01,16:00,33.81
2023-07-01,17:00,32.83
2023-07-01,18:00,31.77
2023-07-01,19:00,30.71
2023-07-01,20:00,30.68
2023-07-01,21:00,30.74
2023-07-01,22:00,30.58
2023-07-01,23:00,30.48
2023-07-02,00:00,30.54
2023-07-02,01:00,30.24
2023-07-02,02:00,29.79
2023-07-02,03:00,29.77
2023-07-02,04:00,29.66
2023-07-02,05:00,29.57
2023-07-02,06:00,29.46
2023-07-02,07:00,30.66
2023-07-02,08:00,31.77
2023-07-02,09:00,32.68
2023-07-02,10:00,32.9
2023-07-02,11:00,33.87
2023-07-02,12:00,34.62
2023-07-02,13:00,34.32
2023-07-02,14:00,34.04
2023-07-02,15:00,34.34
2023-07-02,16:00,33.5
2023-07-02,17:00,33.06
2023-07-02,18:00,24.61
2023-07-02,19:00,25.72
2023-07-02,20:00,26.24
2023-07-02,21:00,26.8
2023-07-02,22:00,27.87
2023-07-02,23:00,28.18
2023-07-03,00:00,28.48
2023-07-03,01:00,26.15
2023-07-03,02:00,26.4
2023-07-03,03:00,26.19
2023-07-03,04:00,27.38
2023-07-03,05:00,28.08
2023-07-03,06:00,28.41
2023-07-03,07:00,29.22
2023-07-03,08:00,30.04
2023-07-03,09:00,31.73
2023-07-03,10:00,32.28
2023-07-03,11:00,32.75
2023-07-03,12:00,33.01
2023-07-03,13:00,32.73
2023-07-03,14:00,32.68
2023-07-03,15:00,32.69
2023-07-03,16:00,32.21
2023-07-03,17:00,31.77
2023-07-03,18:00,31.44
2023-07-03,19:00,30.62
2023-07-03,20:00,30.48
2023-07-03,21:00,30.3
2023-07-03,22:00,30.48
2023-07-03,23:00,30.44
2023-07-04,00:00,30.32
2023-07-04,01:00,30.2
2023-07-04,02:00,29.91
2023-07-04,03:00,29.85
2023-07-04,04:00,29.67
2023-07-04,05:00,29.5
2023-07-04,06:00,29.45
2023-07-04,07:00,29.79
2023-07-04,08:00,30.31
2023-07-04,09:00,31.59
2023-07-04,10:00,33.06
2023-07-04,11:00,33.57
2023-07-04,12:00,34.07
2023-07-04,13:00,34.01
2023-07-04,14:00,32.93
2023-07-04,15:00,32.17
2023-07-04,16:00,32.24
2023-07-04,17:00,25.5
2023-07-04,18:00,26.88
2023-07-04,19:00,28.06
2023-07-04,20:00,28.27
2023-07-04,21:00,28.52
2023-07-04,22:00,29.26
2023-07-04,23:00,29.18
2023-07-05,00:00,29.26
2023-07-05,01:00,28.95
2023-07-05,02:00,28.38
2023-07-05,03:00,28.08
2023-07-05,04:00,28.01
2023-07-05,05:00,27.7
2023-07-05,06:00,27.76
2023-07-05,07:00,27.73
2023-07-05,08:00,28.47
2023-07-05,09:00,31.27
2023-07-05,10:00,32.55
2023-07-05,11:00,33.88
2023-07-05,12:00,33.83
2023-07-05,13:00,33.57
2023-07-05,14:00,34.69
2023-07-05,15:00,35.29
2023-07-05,16:00,33.83
2023-07-05,17:00,32.95
2023-07-05,18:00,30.88
2023-07-05,19:00,28.36
2023-07-05,20:00,28.68
2023-07-05,21:00,28.36
2023-07-05,22:00,28.48
2023-07-05,23:00,28.64
2023-07-06,00:00,28.79
2023-07-06,01:00,28.71
2023-07-06,02:00,28.3
2023-07-06,03:00,28
2023-07-06,04:00,27.8
2023-07-06,05:00,27.6
2023-07-06,06:00,27.5
2023-07-06,07:00,28.87
2023-07-06,08:00,30.13
2023-07-06,09:00,31.19
2023-07-06,10:00,32.92
2023-07-06,11:00,33.37
2023-07-06,12:00,34.24
2023-07-06,13:00,34.51
2023-07-06,14:00,34.07
2023-07-06,15:00,34.79
2023-07-06,16:00,34.21
2023-07-06,17:00,34.08
2023-07-06,18:00,33.52
2023-07-06,19:00,32.17
2023-07-06,20:00,31.33
2023-07-06,21:00,31.03
2023-07-06,22:00,30.92
2023-07-06,23:00,30.72
2023-07-07,00:00,30.51
2023-07-07,01:00,30.34
2023-07-07,02:00,30.1
2023-07-07,03:00,29.96
2023-07-07,04:00,29.56
2023-07-07,05:00,29.05
2023-07-07,06:00,28.91
2023-07-07,07:00,29.09
2023-07-07,08:00,30.74
2023-07-07,09:00,32.42
2023-07-07,10:00,33.33
2023-07-07,11:00,33.27
2023-07-07,12:00,34.81
2023-07-07,13:00,34.98
2023-07-07,14:00,35.81
2023-07-07,15:00,35.51
2023-07-07,16:00,35.1
2023-07-07,17:00,36.11
2023-07-07,18:00,34.42
2023-07-07,19:00,32.46
2023-07-07,20:00,31.49
2023-07-07,21:00,31.16
2023-07-07,22:00,30.48
2023-07-07,23:00,30.44
2023-07-08,00:00,30.51
2023-07-08,01:00,30.31
2023-07-08,02:00,30.17
2023-07-08,03:00,30.04
2023-07-08,04:00,29.96
2023-07-08,05:00,30.01
2023-07-08,06:00,30.1
2023-07-08,07:00,30.68
2023-07-08,08:00,31.44
2023-07-08,09:00,28.16
2023-07-08,10:00,28.54
2023-07-08,11:00,29.26
2023-07-08,12:00,30.03
2023-07-08,13:00,29.34
2023-07-08,14:00,32.12
2023-07-08,15:00,32.58
2023-07-08,16:00,33.33
2023-07-08,17:00,32.34
2023-07-08,18:00,32.08
2023-07-08,19:00,30.69
2023-07-08,20:00,30.27
2023-07-08,21:00,30.23
2023-07-08,22:00,30.25
2023-07-08,23:00,30.15
2023-07-09,00:00,30.07
2023-07-09,01:00,29.81
2023-07-09,02:00,28.74
2023-07-09,03:00,28.14
2023-07-09,04:00,28.14
2023-07-09,05:00,27.84
2023-07-09,06:00,27.87
2023-07-09,07:00,28.13
2023-07-09,08:00,28.3
2023-07-09,09:00,32.01
2023-07-09,10:00,32.28
2023-07-09,11:00,29.29
2023-07-09,12:00,26.23
2023-07-09,13:00,29.29
2023-07-09,14:00,30.79
2023-07-09,15:00,30.2
2023-07-09,16:00,28.43
2023-07-09,17:00,28
2023-07-09,18:00,27.7
2023-07-09,19:00,28.07
2023-07-09,20:00,28.52
2023-07-09,21:00,28.58
2023-07-09,22:00,28.55
2023-07-09,23:00,28.07
2023-07-10,00:00,28.07
2023-07-10,01:00,27.96
2023-07-10,02:00,27.08
2023-07-10,03:00,27.9
2023-07-10,04:00,28.27
2023-07-10,05:00,28.16
2023-07-10,06:00,27.92
2023-07-10,07:00,27.86
2023-07-10,08:00,29.5
2023-07-10,09:00,28.4
2023-07-10,10:00,27.73
2023-07-10,11:00,29.26
2023-07-10,12:00,31.23
2023-07-10,13:00,32.59
2023-07-10,14:00,32.75
2023-07-10,15:00,32.55
2023-07-10,16:00,32.5
2023-07-10,17:00,31.63
2023-07-10,18:00,31.12
2023-07-10,19:00,30.25
2023-07-10,20:00,30.2
2023-07-10,21:00,30.01
2023-07-10,22:00,29.79
2023-07-10,23:00,29.66
2023-07-11,00:00,29.56
2023-07-11,01:00,29.49
2023-07-11,02:00,29.2
2023-07-11,03:00,27.63
2023-07-11,04:00,27.41
2023-07-11,05:00,28.07
2023-07-11,06:00,28.37
2023-07-11,07:00,28.75
2023-07-11,08:00,29.64
2023-07-11,09:00,29.91
2023-07-11,10:00,30.45
2023-07-11,11:00,31.33
2023-07-11,12:00,31.91
2023-07-11,13:00,33.03
2023-07-11,14:00,32.55
2023-07-11,15:00,32.83
2023-07-11,16:00,32.55
2023-07-11,17:00,32.07
2023-07-11,18:00,32.38
2023-07-11,19:00,30.58
