date,rain
2022-07-01,12.6
2022-07-02,15.8
2022-07-03,21.6
2022-07-04,1.8
2022-07-05,3.2
2022-07-06,10.2
2022-07-07,19.2
2022-07-08,23.4
2022-07-09,16.8
2022-07-10,2
2022-07-11,2.6
2022-07-12,0
2022-07-13,15.8
2022-07-14,7.2
2022-07-15,0
2022-07-16,0
2022-07-17,0
2022-07-18,3.2
2022-07-19,0.2
2022-07-20,0.4
2022-07-21,11.8
2022-07-22,23.8
2022-07-23,0
2022-07-24,0
2022-07-25,0
2022-07-26,0
2022-07-27,0
2022-07-28,13.6
2022-07-29,0
2022-07-30,60
2022-07-31,0
