date,total_case,temp,press,humidity,rain
2019-01-07,30,27.282259312241813,1005.8206886137922,85.89712603485759,7.777040816326531
2019-01-14,18,27.17741205264305,1005.0095839733798,81.64203663982491,4.164285714285714
2019-01-21,18,26.849482188627054,1007.0355665892164,79.54577462023131,0.6214285714285713
2019-01-28,23,27.27008259298104,1006.7820400547254,83.89031104917963,5.496281179138322
2019-02-04,28,27.90342487626752,1008.4521538432456,78.37856469239601,0.0780272108843537
2019-02-11,29,27.377460768624243,1009.7695613232833,80.07071869959464,3.1357142857142857
2019-02-18,20,28.465472839427644,1007.8904426456336,78.20186551919213,0.5589285714285714
2019-02-25,17,27.79522896711431,1005.9584556104884,77.07876412467262,0.0714285714285714
2019-03-03,20,28.004460724273287,1006.612088182839,75.9177736284714,0.0036904761904761
2019-03-10,22,29.06603986687833,1007.961191410174,75.09002991174653,0.0323809523809523
2019-03-17,22,29.377021846616167,1005.949733292632,73.61204373667043,0.0124999999999999
2019-03-24,24,28.66671437159962,1006.40869061432,81.03439674995093,6.64547619047619
2019-03-31,21,29.41711441752504,1006.79009325889,77.90385009571881,2.8075
2019-04-07,15,29.87047404569624,1005.1572439744442,77.22688145461811,2.4013605442176877
2019-04-14,18,30.859489541274687,1004.4435737645388,75.67953065583463,0.4016666666666666
2019-04-21,19,30.31168207399009,1004.3042325001672,76.88982148512541,1.7955102040816324
2019-04-28,19,30.178782752990507,1005.9512466231618,79.29606771495448,7.371428571428572
2019-05-05,14,30.392621256900192,1004.7591644512402,75.09437646908849,1.4839874411302982
2019-05-12,17,29.464486615711746,1005.6641467149532,80.67707987475752,13.53469387755102
2019-05-19,21,29.19910671683356,1005.9102405968708,82.64352066066579,4.681632653061224
2019-05-26,15,29.617108052472823,1004.1397629991784,82.48959307465462,5.80843537414966
2019-06-02,29,28.778532741440117,1004.9993838615684,84.2091754861655,18.93700680272109
2019-06-09,43,29.71948685783635,1004.8474847276082,82.5672580449742,5.9918367346938775
2019-06-16,58,28.690433468519792,1004.6712789174366,83.29408899861747,6.089795918367348
2019-06-23,70,28.99889806759353,1005.1287157277582,83.65990081057396,7.871428571428572
2019-06-30,70,29.476211525053944,1005.0646791937136,82.1228219686457,1.2130298273155415
2019-07-07,65,28.24791111956651,1006.7491701626428,80.84715338951506,8.438775510204081
2019-07-14,104,28.747844055975683,1003.508630479917,82.13465941792234,4.57817896389325
2019-07-21,80,28.59322869151828,1005.6756893298168,81.78432517619511,6.459183673469389
2019-07-28,80,29.810506953186,1004.7567803770006,77.58111007487467,0.1406593406593406
2019-08-04,76,29.17454716845243,1002.9419538524264,78.72927261747623,2.56043956043956
2019-08-11,76,28.972431066155565,1005.5276397435536,82.52146934249252,8.97820512820513
2019-08-18,72,28.79001945504785,1005.3229510288484,81.54178810312354,9.704212454212454
2019-08-25,43,28.61881723160807,1004.096910535757,80.32978439216389,2.79010989010989
2019-09-01,45,29.29732119065984,1005.3760409493084,80.54623609457971,6.944139194139194
2019-09-08,40,28.261151185752308,1006.8583444860466,82.28240356736046,7.936263736263736
2019-09-15,38,28.613828589387936,1005.4202380405346,82.80449161482656,3.9890109890109886
2019-09-22,56,28.73063231767108,1007.7007744997928,82.67891927995397,4.887912087912087
2019-09-29,55,28.32552152712467,1006.8008644824612,81.88882538760534,4.8901098901098905
2019-10-06,53,27.931520420447583,1006.2414426197544,83.89986857224265,6.607938252223967
2019-10-13,62,27.461737005457035,1005.8018658080732,87.45059235548628,7.748214285714285
2019-10-20,79,27.263879515678138,1005.2601646506972,88.10795104847342,4.753571428571428
2019-10-27,50,27.24832314920857,1005.3726724030192,86.38181591951472,8.364285714285714
2019-11-03,54,26.75592293971105,1006.329129618816,88.27396832643258,16.975
2019-11-10,49,26.627352738208828,1006.0644099844257,89.70842851759653,6.580357142857143
2019-11-17,56,26.406192080703686,1006.4067175441512,89.32203780505202,13.021428571428572
2019-11-24,32,24.75161955788974,1005.7150885114312,96.38122385237207,37.74464285714286
2019-12-01,29,25.035945563172174,1007.7964633267736,92.1404688240635,8.691071428571428
2019-12-08,41,25.28996287016986,1007.3104912443926,89.60678724553783,6.832142857142857
2019-12-15,20,26.00066177817772,1006.22037748365,87.98535566518888,21.5125
2019-12-22,10,26.385020883912485,1006.7338731423454,83.31506020423818,0.0303571428571428
2019-12-29,23,26.933123141023497,1006.5816467634334,86.43946352254596,9.757465277777778
2020-01-07,29,26.97227654519369,1005.7393326775248,84.16921152496361,0.8517857142857144
2020-01-14,21,26.345550862840017,1007.073114256548,85.79535731969678,3.2607142857142857
2020-01-21,18,26.9369889375746,1007.0555317752116,83.25578983455651,0.5625000000000001
2020-01-28,23,27.00669170582182,1007.1428014891028,82.93419131096285,1.194642857142857
2020-02-04,7,25.948314209403023,1007.72259680148,84.74090238657537,9.25
2020-02-11,15,27.11500402679704,1007.2311819216272,86.32634187673557,7.980357142857144
2020-02-18,14,26.81088735586436,1008.9046142279458,84.08901120231883,2.45
2020-02-25,8,27.239424927731346,1005.9958574763496,81.48747427696244,0.0196428571428571
2020-03-03,7,28.339685887974507,1005.9199424866458,81.72101597633511,0.7267857142857144
2020-03-10,6,29.062546639195396,1005.8195800229342,80.76575050565621,0.0589285714285714
2020-03-17,4,27.73977028368679,1006.2891847049258,79.75989373744923,2.1035714285714286
2020-04-07,3,29.42988728361941,1005.6499958714963,78.27436225968461,0.0178571428571428
2020-04-14,3,29.591809879700342,1005.1424247552532,79.84049160683787,1.3535714285714284
2020-04-21,2,27.938386555592388,1005.0822267069163,84.67791606101962,8.273214285714285
2020-05-05,2,29.695493945567154,1003.2863043145596,82.02053114087403,1.7321428571428572
2020-05-12,3,29.328488733113492,1002.3694250533694,83.35717428071756,4.478571428571429
2020-05-19,4,29.25345029208486,1003.8578624052536,82.1824644192624,6.046428571428572
2020-05-26,5,28.476930089161613,1005.8127887653064,85.19105643178855,7.955357142857143
2020-06-02,6,27.953018716160013,1004.594003150164,85.68316500086296,8.35357142857143
2020-06-09,6,28.15173413101788,1003.2153875735902,85.37944853777343,12.675
2020-06-16,6,27.84944006207104,1004.0568505473402,86.12540197783392,11.255357142857145
2020-06-23,13,27.658742678587164,1004.214321926199,86.53800013799334,5.812261904761905
2020-06-30,14,28.00057380460701,1005.0242473910072,84.83422486691022,6.921904761904762
2020-07-07,8,27.713359695239436,1005.4864251646331,85.43838022422177,13.203809523809523
2020-07-14,27,28.76275607371147,1004.7465912711762,82.48668120181732,4.700952380952381
2020-07-21,32,28.50009586362819,1004.998019200312,82.9690873876212,5.754285714285714
2020-07-28,43,28.033280614621464,1005.195538660306,84.6923268722113,5.675918367346938
2020-08-04,28,28.394148488023117,,84.9094107509233,4.72202380952381
2020-08-11,26,27.697377068061865,,84.75414333821662,13.490119047619048
2020-08-18,21,27.676181845812373,,85.00587735760271,13.635714285714284
2020-08-25,15,28.406527838733783,,83.7231245197194,7.551785714285714
2020-09-01,25,27.93349495742135,,85.19685274124963,9.85
2020-09-08,22,27.383191049649216,,84.6380825482878,13.958928571428572
2020-09-15,19,27.455227609476516,,80.40468684457002,11.053571428571429
2020-09-22,17,27.730009109457217,,78.91653107160948,5.954166666666667
2020-09-29,4,27.75270515451306,1004.6817760747106,78.46582675867528,12.680357142857144
