date,rain
2021-05-01,0
2021-05-02,20.4
2021-05-03,0
2021-05-04,2.4
2021-05-05,10.6
2021-05-06,11.4
2021-05-07,0
2021-05-08,3.4
2021-05-09,0
2021-05-10,0
2021-05-11,0
2021-05-12,0.8
2021-05-13,0
2021-05-14,2
2021-05-15,3.4
2021-05-16,29
2021-05-17,9.2
2021-05-18,0
2021-05-19,18
2021-05-20,0
2021-05-21,12.8
2021-05-22,2.8
2021-05-23,16.8
2021-05-24,2.2
2021-05-25,1.6
2021-05-26,10.6
2021-05-27,15.6
2021-05-28,3.6
2021-05-29,3.8
2021-05-30,0.8
2021-05-31,2.2
