date,time,press
2023-06-01,00:00,1007.2
2023-06-01,01:00,1006.82
2023-06-01,02:00,1006.29
2023-06-01,03:00,1006.03
2023-06-01,04:00,1006.09
2023-06-01,05:00,1006.31
2023-06-01,06:00,1006.76
2023-06-01,07:00,1007.31
2023-06-01,08:00,-
2023-06-01,09:00,1007.99
2023-06-01,10:00,1007.77
2023-06-01,11:00,-
2023-06-01,12:00,1006.78
2023-06-01,13:00,1006.05
2023-06-01,14:00,1004.8
2023-06-01,15:00,1004.16
2023-06-01,16:00,1003.67
2023-06-01,17:00,1003.63
2023-06-01,18:00,1003.78
2023-06-01,19:00,1004.51
2023-06-01,20:00,1005.42
2023-06-01,21:00,-
2023-06-01,22:00,-
2023-06-01,23:00,1007.44
2023-06-02,00:00,1007.43
2023-06-02,01:00,1007.21
2023-06-02,02:00,1006.86
2023-06-02,03:00,1006.56
2023-06-02,04:00,1006.24
2023-06-02,05:00,1006.31
2023-06-02,06:00,1006.6
2023-06-02,07:00,1007.31
2023-06-02,08:00,1007.99
2023-06-02,09:00,1008.49
2023-06-02,10:00,1008.58
2023-06-02,11:00,1008.19
2023-06-02,12:00,1008.03
2023-06-02,13:00,1007.32
2023-06-02,14:00,1006.26
2023-06-02,15:00,1005.38
2023-06-02,16:00,1004.7
2023-06-02,17:00,1004.78
2023-06-02,18:00,1004.85
2023-06-02,19:00,1005.57
2023-06-02,20:00,1006.56
2023-06-02,21:00,-
2023-06-02,22:00,1007.96
2023-06-02,23:00,1008.29
2023-06-03,00:00,-
2023-06-03,01:00,1007.59
2023-06-03,02:00,1007.39
2023-06-03,03:00,1007.16
2023-06-03,04:00,1007.22
2023-06-03,05:00,1007.7
2023-06-03,06:00,1008.24
2023-06-03,07:00,1008.87
2023-06-03,08:00,1009.56
2023-06-03,09:00,1009.95
2023-06-03,10:00,-
2023-06-03,11:00,1009.58
2023-06-03,12:00,1009.06
2023-06-03,13:00,1008.26
2023-06-03,14:00,-
2023-06-03,15:00,1006.49
2023-06-03,16:00,1005.37
2023-06-03,17:00,1005.16
2023-06-03,18:00,1005.73
2023-06-03,19:00,1006.87
2023-06-03,20:00,1007.39
2023-06-03,21:00,1008.49
2023-06-03,22:00,1009.02
2023-06-03,23:00,1009.01
2023-06-04,00:00,1009.34
2023-06-04,01:00,1008.91
2023-06-04,02:00,-
2023-06-04,03:00,1007.83
2023-06-04,04:00,-
2023-06-04,05:00,1007.58
2023-06-04,06:00,-
2023-06-04,07:00,1009.1
2023-06-04,08:00,1009.8
2023-06-04,09:00,1010.39
2023-06-04,10:00,1010.25
2023-06-04,11:00,1010.04
2023-06-04,12:00,1008.79
2023-06-04,13:00,-
2023-06-04,14:00,1006.71
2023-06-04,15:00,1005.7
2023-06-04,16:00,1004.8
2023-06-04,17:00,1004.62
2023-06-04,18:00,1004.64
2023-06-04,19:00,1005.27
2023-06-04,20:00,1006.19
2023-06-04,21:00,1006.93
2023-06-04,22:00,1007.96
2023-06-04,23:00,1008.2
2023-06-05,00:00,1007.83
2023-06-05,01:00,1007.25
2023-06-05,02:00,-
2023-06-05,03:00,1006.17
2023-06-05,04:00,1006.02
2023-06-05,05:00,1005.98
2023-06-05,06:00,1006.31
2023-06-05,07:00,1007.02
2023-06-05,08:00,1008.38
2023-06-05,09:00,1008.8
2023-06-05,10:00,1008.8
2023-06-05,11:00,1008.17
2023-06-05,12:00,1007.91
2023-06-05,13:00,1007.07
2023-06-05,14:00,1006.16
2023-06-05,15:00,1004.78
2023-06-05,16:00,-
2023-06-05,17:00,-
2023-06-05,18:00,1004.57
2023-06-05,19:00,1005.15
2023-06-05,20:00,1006.01
2023-06-05,21:00,1006.95
2023-06-05,22:00,1007.67
2023-06-05,23:00,1007.93
2023-06-06,00:00,1007.74
2023-06-06,01:00,1007.22
2023-06-06,02:00,1006.47
2023-06-06,03:00,1006.2
2023-06-06,04:00,1006.07
2023-06-06,05:00,1005.92
2023-06-06,06:00,1005.75
2023-06-06,07:00,1006.19
2023-06-06,08:00,1007.29
2023-06-06,09:00,1007.5
2023-06-06,10:00,-
2023-06-06,11:00,1007.27
2023-06-06,12:00,1006.81
2023-06-06,13:00,1006.17
2023-06-06,14:00,1005.35
2023-06-06,15:00,1004.54
2023-06-06,16:00,1004.28
2023-06-06,17:00,1004.27
2023-06-06,18:00,1004.49
2023-06-06,19:00,1005.19
2023-06-06,20:00,1005.82
2023-06-06,21:00,1006.64
2023-06-06,22:00,1007.3
2023-06-06,23:00,1007.69
2023-06-07,00:00,1007.97
2023-06-07,01:00,1007.58
2023-06-07,02:00,1007.26
2023-06-07,03:00,1006.8
2023-06-07,04:00,-
2023-06-07,05:00,1006.54
2023-06-07,06:00,1006.89
2023-06-07,07:00,-
2023-06-07,08:00,1008.28
2023-06-07,09:00,1008.63
2023-06-07,10:00,1008.73
2023-06-07,11:00,1008.8
2023-06-07,12:00,1007.8
2023-06-07,13:00,1007.45
2023-06-07,14:00,1006.15
2023-06-07,15:00,1005.22
2023-06-07,16:00,1005.06
2023-06-07,17:00,1005.09
2023-06-07,18:00,1005.22
2023-06-07,19:00,1005.82
2023-06-07,20:00,1006.32
2023-06-07,21:00,-
