date,rain
2022-08-01,0.8
2022-08-02,3.8
2022-08-03,36.8
2022-08-04,4.6
2022-08-05,0.4
2022-08-06,23.8
2022-08-07,2
2022-08-08,68.2
2022-08-09,18.8
2022-08-10,5.8
2022-08-11,3.2
2022-08-12,0
2022-08-13,0
2022-08-14,5.4
2022-08-15,22
2022-08-16,0.2
2022-08-17,9.4
2022-08-18,5.2
2022-08-19,66
2022-08-20,14
2022-08-21,0
2022-08-22,0
2022-08-23,4.8
2022-08-24,0.8
2022-08-25,6
2022-08-26,24.4
2022-08-27,0
2022-08-28,0
2022-08-29,0.6
2022-08-30,0.8
2022-08-31,0.2
