date,rain
2022-12-01,5.8
2022-12-02,10.6
2022-12-03,6.8
2022-12-04,10.4
2022-12-05,3.6
2022-12-06,15.6
2022-12-07,0
2022-12-08,8.8
2022-12-09,7.4
2022-12-10,2.2
2022-12-11,4
2022-12-12,4.2
2022-12-13,0.2
2022-12-14,0.4
2022-12-15,0
2022-12-16,2.4
2022-12-17,9.6
2022-12-18,46.6
2022-12-19,4
2022-12-20,0.2
2022-12-21,0
2022-12-22,0.2
2022-12-23,0.2
2022-12-24,0.2
2022-12-25,0.2
2022-12-26,0.2
2022-12-27,0.4
2022-12-28,0.2
2022-12-29,0
2022-12-30,0.2
2022-12-31,0.6
